initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,block.0,block.1,train accuracy epoch0,test accuracy epoch0,method,run
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,863.8041478663016,863.8041883037685,93.10166666666667,96.29,integrated_gradients,3
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,273.62518,273.62515,92.10833333333333,96.07,deeplift,4
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,821.6585174034251,821.6584814867067,92.10833333333333,96.07,integrated_gradients,4
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,250.72952,250.7295,93.21666666666667,96.46,deeplift,5
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,752.433159956113,752.4331821944039,93.21666666666667,96.46,integrated_gradients,5
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,297.16034,297.16022,92.42666666666666,95.76,deeplift,6
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,891.7579765105088,891.7579161438713,92.42666666666666,95.76,integrated_gradients,6
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,291.14062,291.14053,92.36833333333334,96.19,deeplift,7
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,873.4201168943123,873.4200986336516,92.36833333333334,96.19,integrated_gradients,7
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,235.04773,235.04768,91.76,96.23,deeplift,8
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,706.4507213866498,706.4505991689964,91.76,96.23,integrated_gradients,8
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,267.0638,267.06375,92.70333333333333,96.37,deeplift,9
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,798.3750920655248,798.3750292655227,92.70333333333333,96.37,integrated_gradients,9
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,274.77185,274.77185,92.84833333333333,95.21,deeplift,10
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,823.92795924677,823.9279984341226,92.84833333333333,95.21,integrated_gradients,10
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,230.26244,230.26248,92.60166666666667,96.12,deeplift,11
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,689.195343645208,689.1953501848276,92.60166666666667,96.12,integrated_gradients,11
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,344.8925,344.89267,93.08166666666666,96.16,deeplift,12
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,1034.0735563880494,1034.073541462185,93.08166666666666,96.16,integrated_gradients,12
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,257.59082,257.59073,92.88666666666667,96.58,deeplift,13
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,770.6348292118348,770.6348251557158,92.88666666666667,96.58,integrated_gradients,13
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,270.4543,270.45428,93.09666666666666,96.91,deeplift,14
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,813.790095495062,813.7900769662831,93.09666666666666,96.91,integrated_gradients,14
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,231.67662,231.6766,93.20166666666667,95.81,deeplift,0
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,697.4501162148435,697.4501011712887,93.20166666666667,95.81,integrated_gradients,0
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,269.45032,269.45035,93.395,96.41,deeplift,1
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,807.7337351654963,807.7337228051938,93.395,96.41,integrated_gradients,1
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,249.02052,249.02058,93.07333333333334,95.36,deeplift,2
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,747.9801583203675,747.9801549773895,93.07333333333334,95.36,integrated_gradients,2
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,371.17236,371.17236,93.10833333333333,96.78,deeplift,3
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1113.5312080156655,1113.5311941225561,93.10833333333333,96.78,integrated_gradients,3
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,304.08957,304.08954,92.73833333333333,96.0,deeplift,4
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,911.8174158020876,911.8174249157348,92.73833333333333,96.0,integrated_gradients,4
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,364.77072,364.77078,93.35,95.89,deeplift,5
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1092.7163915383464,1092.716370993537,93.35,95.89,integrated_gradients,5
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,415.66797,415.66785,92.96666666666667,96.31,deeplift,6
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1245.9690855302447,1245.9690388132544,92.96666666666667,96.31,integrated_gradients,6
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,505.65533,505.65536,92.74166666666666,95.89,deeplift,7
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1515.1964291646557,1515.1964505454957,92.74166666666666,95.89,integrated_gradients,7
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,541.9689,541.969,91.96,95.81,deeplift,8
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1631.7599601284642,1631.7599688407145,91.96,95.81,integrated_gradients,8
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,519.4978,519.49786,92.95833333333333,94.69,deeplift,9
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1555.4793489625524,1555.479392327488,92.95833333333333,94.69,integrated_gradients,9
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,382.8014,382.80136,93.18,96.09,deeplift,10
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1147.0952803462437,1147.0952177601052,93.18,96.09,integrated_gradients,10
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,273.33765,273.33765,93.04,95.99,deeplift,11
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,818.8311176633752,818.8311145819945,93.04,95.99,integrated_gradients,11
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,453.9952,453.99527,93.255,95.28,deeplift,12
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1361.308929295331,1361.3088610632428,93.255,95.28,integrated_gradients,12
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,380.79846,380.7985,93.40166666666667,95.53,deeplift,13
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1141.216022530592,1141.2160647136072,93.40166666666667,95.53,integrated_gradients,13
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,360.74146,360.7414,93.00166666666667,96.18,deeplift,14
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1084.334776022427,1084.3347497719965,93.00166666666667,96.18,integrated_gradients,14
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,668.5264,668.5263,92.5,95.66,deeplift,0
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,2010.4249406041806,2010.4249165543847,92.5,95.66,integrated_gradients,0
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,478.25668,478.2567,93.075,96.18,deeplift,1
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1435.2416153961944,1435.2416039894717,93.075,96.18,integrated_gradients,1
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,350.35013,350.35,92.80833333333334,96.18,deeplift,2
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1052.8460956097535,1052.8460873397987,92.80833333333334,96.18,integrated_gradients,2
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,747.9947,747.9948,92.93666666666667,96.45,deeplift,3
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,2239.2657993745347,2239.2658202531047,92.93666666666667,96.45,integrated_gradients,3
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,413.49442,413.49442,92.97666666666667,96.96,deeplift,4
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1238.0051296820452,1238.0051232562191,92.97666666666667,96.96,integrated_gradients,4
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,441.54272,441.54263,92.90333333333334,95.72,deeplift,5
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1326.8568665903822,1326.8568494399015,92.90333333333334,95.72,integrated_gradients,5
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,538.74084,538.7407,92.71333333333334,94.13,deeplift,6
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1617.669526116958,1617.6693062038855,92.71333333333334,94.13,integrated_gradients,6
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,497.49512,497.49518,92.46833333333333,96.27,deeplift,7
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1492.0882392679362,1492.0882203681924,92.46833333333333,96.27,integrated_gradients,7
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,730.7828,730.7827,92.13833333333334,95.43,deeplift,8
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,2201.294272663196,2201.2943370640246,92.13833333333334,95.43,integrated_gradients,8
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,480.08044,480.08035,92.855,95.08,deeplift,9
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1439.4962324403298,1439.496232813871,92.855,95.08,integrated_gradients,9
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,270.70526,270.7053,93.08,95.86,deeplift,10
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,813.1286708802294,813.1286643526528,93.08,95.86,integrated_gradients,10
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,680.9137,680.9138,92.66333333333333,95.73,deeplift,11
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,2042.3843474167234,2042.3843357283713,92.66333333333333,95.73,integrated_gradients,11
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,595.111,595.1113,92.785,96.27,deeplift,12
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1784.1602183605835,1784.1602787422585,92.785,96.27,integrated_gradients,12
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,859.32043,859.32043,93.16166666666666,96.49,deeplift,13
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,2577.6152769770106,2577.615265937272,93.16166666666666,96.49,integrated_gradients,13
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,743.64246,743.6426,92.94,96.26,deeplift,14
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,2232.2045583818335,2232.204625132582,92.94,96.26,integrated_gradients,14
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,253.35062,253.35062,92.365,94.8,deeplift,0
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,760.995269391198,760.9952336435522,92.365,94.8,integrated_gradients,0
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,324.60376,324.60373,93.09166666666667,95.35,deeplift,1
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,975.1818911604934,975.1819126490675,93.09166666666667,95.35,integrated_gradients,1
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,278.74213,278.74216,92.23,95.22,deeplift,2
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,837.5601390393165,837.5601117825835,92.23,95.22,integrated_gradients,2
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,331.284,331.28403,92.50666666666666,95.97,deeplift,3
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,992.21980518117,992.2198092303684,92.50666666666666,95.97,integrated_gradients,3
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,253.87727,253.87729,92.29833333333333,95.01,deeplift,4
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,762.7545381368276,762.7545577175853,92.29833333333333,95.01,integrated_gradients,4
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,273.99918,273.99915,92.36666666666666,95.57,deeplift,5
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,823.7980314797558,823.7979948143563,92.36666666666666,95.57,integrated_gradients,5
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,419.13763,419.13766,92.20833333333333,94.51,deeplift,6
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,1258.145314346785,1258.1452475520687,92.20833333333333,94.51,integrated_gradients,6
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,299.54202,299.54202,92.19,94.89,deeplift,7
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,896.9738421420993,896.9738425600872,92.19,94.89,integrated_gradients,7
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,232.94154,232.9415,91.275,94.86,deeplift,8
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,701.9733095511848,701.9733135830772,91.275,94.86,integrated_gradients,8
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,260.9631,260.96304,92.165,94.11,deeplift,9
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,780.6677995081053,780.667790876797,92.165,94.11,integrated_gradients,9
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,235.00645,235.00647,92.15333333333334,94.49,deeplift,10
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,703.3935614971874,703.3935768598603,92.15333333333334,94.49,integrated_gradients,10
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,268.9498,268.94977,92.17666666666666,94.9,deeplift,11
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,803.5065853236325,803.5066251215578,92.17666666666666,94.9,integrated_gradients,11
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,354.0334,354.03345,92.51833333333333,94.81,deeplift,12
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,1061.2172507050993,1061.217258977542,92.51833333333333,94.81,integrated_gradients,12
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,254.33546,254.33542,92.60166666666667,95.8,deeplift,13
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,762.7170002472027,762.7170069993916,92.60166666666667,95.8,integrated_gradients,13
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,322.0725,322.0725,92.32666666666667,94.6,deeplift,14
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,968.428192434693,968.428195463207,92.32666666666667,94.6,integrated_gradients,14
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,422.13043,422.13043,92.80833333333334,93.88,deeplift,0
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1266.93059247157,1266.9305930196774,92.80833333333334,93.88,integrated_gradients,0
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,431.15475,431.15472,93.185,93.58,deeplift,1
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1293.8068177039902,1293.8068435239204,93.185,93.58,integrated_gradients,1
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,487.45328,487.45334,92.64,94.68,deeplift,2
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1460.9453141990232,1460.9453239055586,92.64,94.68,integrated_gradients,2
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,481.72006,481.72003,92.86666666666666,94.38,deeplift,3
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1444.386761519266,1444.3867716246586,92.86666666666666,94.38,integrated_gradients,3
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,358.39233,358.39227,92.855,94.96,deeplift,4
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1073.5057172306465,1073.5057197554477,92.855,94.96,integrated_gradients,4
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,451.29028,451.29028,93.03833333333333,95.95,deeplift,5
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1358.1002909273534,1358.1003023198068,93.03833333333333,95.95,integrated_gradients,5
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,570.58453,570.58453,92.65333333333334,91.49,deeplift,6
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1712.9615275765152,1712.9614780066288,92.65333333333334,91.49,integrated_gradients,6
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,348.58142,348.58142,92.75166666666667,94.82,deeplift,7
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1043.2834169248179,1043.283433067574,92.75166666666667,94.82,integrated_gradients,7
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,388.4483,388.44836,91.48833333333333,91.58,deeplift,8
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1168.2589975176381,1168.2589877943642,91.48833333333333,91.58,integrated_gradients,8
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,367.9203,367.92035,92.92166666666667,95.03,deeplift,9
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1103.1627900836404,1103.162848294355,92.92166666666667,95.03,integrated_gradients,9
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,367.53217,367.53214,92.73166666666667,93.13,deeplift,10
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1102.5821380622735,1102.5821296292968,92.73166666666667,93.13,integrated_gradients,10
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,381.9235,381.9234,92.195,95.33,deeplift,11
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1145.04452682862,1145.0445467458505,92.195,95.33,integrated_gradients,11
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,454.7543,454.7542,92.91,94.21,deeplift,12
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1360.6092532171413,1360.6092881340041,92.91,94.21,integrated_gradients,12
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,388.11444,388.11426,93.06833333333333,94.83,deeplift,13
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1164.3431994634445,1164.343202872813,93.06833333333333,94.83,integrated_gradients,13
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,445.2928,445.2928,92.835,94.86,deeplift,14
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1338.7382713525394,1338.738304140829,92.835,94.86,integrated_gradients,14
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,236.39278,236.39278,92.65,93.6,deeplift,0
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,712.1981804198649,712.1981540167075,92.65,93.6,integrated_gradients,0
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,444.72986,444.72983,92.85833333333333,93.81,deeplift,1
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1334.6954540516788,1334.6953780802246,92.85833333333333,93.81,integrated_gradients,1
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,405.4005,405.40048,92.83666666666667,94.46,deeplift,2
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1215.167085057141,1215.167110493772,92.83666666666667,94.46,integrated_gradients,2
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,387.75705,387.75708,92.92333333333333,92.31,deeplift,3
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1162.8324277202935,1162.8324167970084,92.92333333333333,92.31,integrated_gradients,3
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,314.76968,314.76968,93.02166666666666,93.01,deeplift,4
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,944.7691243925645,944.769144993216,93.02166666666666,93.01,integrated_gradients,4
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,483.86496,483.86505,92.87666666666667,94.56,deeplift,5
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1454.659808827223,1454.6598025183516,92.87666666666667,94.56,integrated_gradients,5
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,520.9833,520.9832,92.49666666666667,94.41,deeplift,6
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1561.4551447092724,1561.4551315577594,92.49666666666667,94.41,integrated_gradients,6
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,463.98935,463.98935,92.19333333333333,84.41,deeplift,7
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1394.040861561578,1394.0408109398115,92.19333333333333,84.41,integrated_gradients,7
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,622.30383,622.3038,92.12666666666667,93.43,deeplift,8
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1865.7445387189869,1865.7445039388085,92.12666666666667,93.43,integrated_gradients,8
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,518.1584,518.1583,92.695,92.07,deeplift,9
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1553.2716161745846,1553.2716464798723,92.695,92.07,integrated_gradients,9
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,700.1297,700.12994,92.67833333333333,94.85,deeplift,10
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,2099.3049055005954,2099.3049638031985,92.67833333333333,94.85,integrated_gradients,10
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,562.72986,562.72986,92.47333333333333,93.86,deeplift,11
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1687.4065137363787,1687.4064583802556,92.47333333333333,93.86,integrated_gradients,11
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,611.6123,611.61224,92.84833333333333,93.93,deeplift,12
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1835.3309038248972,1835.3309341922513,92.84833333333333,93.93,integrated_gradients,12
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,409.43997,409.44,93.38666666666667,92.97,deeplift,13
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1229.1328525439383,1229.132847404065,93.38666666666667,92.97,integrated_gradients,13
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,458.5603,458.5603,92.92333333333333,94.58,deeplift,14
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1379.6565797739074,1379.6566357841298,92.92333333333333,94.58,integrated_gradients,14
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,298.5898,298.58987,92.52666666666667,96.54,deeplift,0
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,900.5333231252889,900.533319570981,92.52666666666667,96.54,integrated_gradients,0
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,229.03394,229.03394,93.18666666666667,96.6,deeplift,1
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,689.7433350562674,689.7433490724416,93.18666666666667,96.6,integrated_gradients,1
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,208.90868,208.90866,91.25166666666667,95.01,deeplift,2
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,628.1601140462931,628.1600827019437,91.25166666666667,95.01,integrated_gradients,2
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,202.45528,202.45526,92.12833333333333,96.35,deeplift,3
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,607.8793112237975,607.8793066857411,92.12833333333333,96.35,integrated_gradients,3
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,203.6663,203.66626,91.54166666666667,95.78,deeplift,4
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,608.7903498587798,608.7903800101482,91.54166666666667,95.78,integrated_gradients,4
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,227.70062,227.70058,92.65166666666667,96.7,deeplift,5
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,684.5068094464707,684.5068030923755,92.65166666666667,96.7,integrated_gradients,5
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,200.14056,200.14052,91.53166666666667,95.48,deeplift,6
